price_value,bathrooms,expenses_value,CARD_CONTACT_MODAL,description,phone,parking,CARD_VIEWPHONE,price_type,square_meters_area,url,rooms,location,POSTING_CARD_FEATURES,expenses_type,bedrooms,CARD_WHATSAPP,POSTING_CARD_GALLERY,CARD_FAV,address
Consultar precio,1,,Contactar,"Estos departamentos de 1 dormitorio ideal para dar un paso más. Con un dormitorio, vestidor, estar-comedor, baño, toilette y balcón, estas residencias abren nuevas posibilidades de vida. wh Coghlan es un exclusivo complejo de viviendas y espacios de trabajos desarrollado por Saltum y diseñado por Estudio Aisenson. Sobre un terreno en esquina al 3400 de la calle Washington y con una imponente fachada de 90 M se trata de un desarrollo de 5 pisos con áreas especialmente concebidas para vivir, compartir y trabajar. wh se destaca por su arquitectura funcional y sus espacios minimalistas inspirado en un estilo europeo, sobrio y moderno. En armonía con el entorno, sus volúmenes puros y líneas rectas acentúan la horizontalidad del complejo, acompañando el equilibrio de un barrio tradicional de la ciudad. Un edificio mixto - residencias/oficinas/locales Esto hace que todos puedan ser parte de la experiencia wh, ya sea como residentes o desarrollando una vida profesional Los sectores son independientes. Las viviendas y las oficinas no se encuentran en el mismo espacio dentro del complejo. Los locales comerciales completan la composición del complejo, sin interferir en su funcionamiento. Amenities wh cuenta con pileta, solarium, gimnasio y salón de usos múltiples. Todos los espacios son amplios y cómodos. Pileta y SolariumUn espacio para compartir experiencias únicas y disfrutar de los cielos abiertos y el verde que ofrece Coghlan. La pileta y el solarium invitan a desarrollar pequeños rituales de descanso y placer en medio de la rutina cotidiana. GimnasioEl bienestar es el protagonista de este espacio dedicado al fitness y las actividades recreativas. Cuenta con máquinas de ejercicio, salones de clases y el equipamiento para fortalecer el cuerpo y cuidar la mente. Salón de usos múltiplesUn rincón de diseño, cálido y confortable, ubicado en el 6to piso. Pensado para invitar, encontrarse, compartir y celebrar con la comodidad de casa. -En el valor de venta no está incluido los honorarios inmobiliarios. &quot;",,,,,76,/propiedades/clasificado/veclapin-2-ambientes-wh-coghlan-arquitectura-funcional-y-53933753.html,2,"Coghlan, Capital Federal",76 m² tot.2 amb.1 dorm.1 baño,,1,WhatsApp,23,,Nuñez 3800
115000,1,138000,Contactar,"Departamento de 2 ambientes en Dúplex con dos balcones al contrafrente con excelente calidad constructiva ubicado en 1er piso. Distribución: * Cocina integrada con barra desayunador y conexión para lavarropas* Living comedor con salida a balcón. * Toilette de recepción* Dormitorio con placard empotrado y baño completo. Superficie: Sup. Cubierta: 60 m2Sup. Semicubierta: 6 m2Sup. Total: 66 m2Características: * Agua Caliente por caldera central del edificio. * Aire Acondicionado Frio / Calor en ambas plantas* AscensorExpensa $ 138. 000 Corredor interviniente caba y pba: Sebastián Gonzales Chaves cmcpsi 6876 - cucicba 7716La tasación, intermediación y la conclusión de las operaciones sobre esta propiedad&amp;amp;nbsp; son actividades exclusivas de este corredor matriculado, conforme las previsiones de la ley 20. 266, &amp;amp;nbsp; la ley caba 2340, la ley provincial 10. 973 y sus modificaciones&amp;amp;nbsp;y las normas reglamentarias dictadas por los colegios departamentales. Las oficinas asociadas&amp;amp;nbsp;a la red Keller Williams actúan en forma independiente, brindando servicios a corredores, agentes&amp;amp;nbsp;y al público en general, y su intervención se limita a la prestación de servicios inmobiliarios que no incluyen actos de corretaje ni intermediación inmobiliaria.",,,,USD,66,/propiedades/clasificado/veclapin-departamento-villa-urquiza-55230788.html,2,"Villa Urquiza, Capital Federal",66 m² tot.2 amb.1 dorm.1 baño,$,1,WhatsApp,16,,Venta Impecable 2 Ambientes en Duplex con Balcon 66m2 Edif  Villa Urquiza
108000,2,10000,Contactar,"Hermoso departamento en Tríplex en Liniers. Living comedor con cocina integrada con salida a un balcónBarra desayunadora. ToiletteEn la segunda planta se encuentra el dormitorio muy cómodo con placard y muy luminoso. Baño completo con bañera. La segunda escalera nos lleva a un lavadero que puede usarse de quincho también con salida a una gran terraza. Muy bajas expensasOportunidad! Cucicba Mat 7831 / cucicba Mat 8020&quot;Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos que sean personas físicas. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato&quot;. - (art. 5, Ley 5859) . Cumple con la ley de accesibilidad (art. 10 inc. 8 de la ley 2340) -La publicación de este inmueble es a título informativo, la venta de la propiedad está supeditada a que el propietario cumplimente el trámite ante la afip para la obtención del número de coti correspondiente. En cumplimiento de la leyes provinciales vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario, todas las operaciones inmobiliarias son concluidas por el martillero/corredor colegiado, cuyos datos se exhiben a continuación: Martilleras Responsables: María Virginia Zandueta cucicba Mat 7831 / cmcpsi 7066 y Sabrina Aldana Enrique cucicba Mat 8020 / cmcpsi 6814",,,,USD,80,/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-liniers-triplex-54872156.html,2,"Liniers, Capital Federal",80 m² tot.2 amb.1 dorm.2 baños,$,1,WhatsApp,18,,Carlos Encina al 500
117000,1,,Contactar,"Corredor Responsable: Silvana Inés Palini cpi 8862 / cmcpm 2955- Contacto: Karina Scarpa - mls id # Ver datos. venta departamento 2 ambientes A estrenar, con amenities, en palestina 1117 entre las calles cabrera Y la avenida córdoba. Ubicado A pocas cuadras del supermercado coto, supermercado dia, parque centenario Y el jardin botanico. Por su estrategica ubicacion, permite el acceso A distintas lineas de transporte publico (1Ver datos) el edificio es A estrenar, Y cuenta con camaras de seguridad las 24hs. Cuenta con 9 pisos en total, Y entre 3 Y 4 unidades por piso. El departamento cuenta con los siguientes ambientes Y detalles: cocina: -Muebles de cocina-alacena y bajo mesada en melamina Faplac con bordes abs. - Bacha de acero inoxidable Mi Pileta o Johnson. - Mesadas graníticas. Opción Silestone o Neolith. - Griferías fv o Hidromet. baños. - Griferías fv o Hidromet. - Sanitarios Ferrum. pisos Y revestimientos. - Pisos de madera flotante. - Porcelanato ilva Soho. cielorrasos. - Cielorraso de yeso armado. - Gargantas suspendidas con iluminación indirecta. carpinterias. - Puertas de acceso de madera maciza con cerradura de seguridad. - Carpinterías de aluminio anodizado con vidrios laminados dvh Kalciyan. - Puertas interiores placa con marcos metálicos y herrajes de alta prestación. - Herrajes de alta prestación Häfele. instalaciones. - Instalación de distribución de agua y desagüe pluvial Tigre. - Instalación de gas Sigas. - Cables eléctricos Pirelli. - Térmicas, disyuntores, tomas y teclas Baw - Schneider Electric - Plasnavi. - Artefactos de electricidad bajo consumo Macroled. - Reservorios de agua Rotoplast. - Sistema de cámaras Panasonic. acondicionamiento térmico. - Radiadores y equipos de aire acondicionado tipo Split. sustentabilidad. - Captación y reutilización de aguas de lluvia. - Control de asoleamiento para mayor ahorro energético. areas comunes. - Portón automático con control de ingreso. - Iluminación general de acceso (interior y exterior) - Ascensores Condor o similar. amenities; -Infinity pool en terraza. -Solarium. -Terraza verde. -Sum con Parrilla. -Bike Rack. -Cocheras cubiertas. ¡si te interesa conocer esta propiedad personalmente, comunicate conmigo! Las medidas declaradas son estimativas. La venta de este inmueble está sujeta a la tramitación del Código de Transferencia de Inmuebles (coti), de conformidad con la normativa vigente (Res. Afip 2371/08, 2439/08 y ccs. ) por parte del propietario. - en caso de que esta propiedad no cumpla con tus expectativas, podremos ayudarte realizando una busqueda que cumple con todos tus requerimientos Y asi encontrar esa propiedad que tanto deseas, filtrando en la red propia, externa O en posibles ingresos pendientes de publicación, siempre cuidando muy fuertemente tu operación para que compres Y/O vendas tranquilo Y seguro, contáctanos al numero de telefono que se encuentra en esta publicación Y te asesoramos personalmente. Equipo remax vita. Remax Argentina S. R. L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S. R. L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. El inmueble no es accesible para personas con discapacidades físicas. Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar",,1,,USD,60,/propiedades/clasificado/veclapin-venta-dpto-2-amb-a-estrenar-amenities-villa-crespo-54537008.html,2,"Villa Crespo, Capital Federal",60 m² tot.2 amb.1 dorm.1 baño1 coch.,,1,,8,,Estado de Palestina 1100
Consultar precio,1,$ 1 Expensas,Contactar,"Oceana puerto madero departamento de 2 ambientes amoblado Espectacular departamento amoblado de dos ambientes con vista a los jardines del edificio y al dique. Super luminoso. Palier privado. Toilette. Amplio living comedor con salida a balcón terraza. Dormitorio en suite de excelentes medidas. Gran vestidor. Cocina abierta con mesada tipo isla de silestone y luz led. Horno eléctrico y anafe eléctrico. Microondas empotrado. Campana con extractor de aire, heladera panelable y lavavajillas bajo mesada. Lujosos baños. Carpinterías de piso a techo, de aluminio con doble vidrio hermético, la calefacción por piso radiante con control de temperatura. Sistema de aire acondicionado individual (vrv) frio/calor con control de temperatura por ambiente. Calefacción por piso. Cochera y baulera. El valor del alquiler no incluye expensas y Abl. Oceana se propone el desafío de intervenir los espacios comunes con obras artísticas especialmente concebidas para cada proyecto. En este caso, las piezas seleccionadas para la plaza central vinculan la arquitectura de los dos edificios con el gran espejo líquido. Allí, sobre un basamento de piedra, el agua será el soporte para desarrollar los mapas estelares de Leo Battistelli, en diálogo con las esculturas de Elba Bairon. Planta Baja – Niveles de Acceso – Plaza• Acceso vehicular por calle exclusiva hasta el lobby de acceso residencial (drop-off). • Recova sobre ingreso peatonal• Ingreso vehicular independiente a cocheras cubiertas con sistema de control de acceso a rampa y garita de seguridad. • Servicio de Conserjería 24 hs• Galerías de arte en halles y circulaciones• Acceso de Servicio independiente• Hall de acceso en doble altura con carpinterías de aluminio y vidrios laminados, pisos de piedra natural o símil y revestimientos de primera calidad. • Área parquizada y estacionamientos de cortesíaSubsuelo: • Cocheras. Acceso y egreso vehicular por rampas• Estacionamiento para bicicletas• Acceso directo a los núcleos de circulación vertical• Bauleras de las unidades• Pileta climatizada cubierta• Gimnasio con aparatos de última generación• Sanitarios, Vestuarios y Duchas. • Salón de Usos Múltiples con cocina independiente y baños• LaundryEl aviso publicado y todo lo que contiene esta ficha es a modo informativo y no definitivo, así mismo las imágenes no son contractuales. Las superficies y medidas consignadas en esta ficha son aproximadas, las reales son las que surgirán del título de propiedad y del reglamento de copropiedad. Venta con rentamapVer datos Corredor Inmobiliario cucicba Matrícula 8139, cmcpsi Matrícula 7079. La presente oferta está condicionada a la confección del coti (res afip 2371). Toda la información y medidas son aproximadas y están sujetas a verificación con la documentación correspondiente. Todas las propiedades que figuran en mi perfil se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él. En cumplimiento de las leyes provinciales vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores/asesores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados, cuyos datos se exhiben debajo del nombre de la inmobiliaria.",,1,,,92,/propiedades/clasificado/veclapin-oceana-departamento-en-puerto-madero-54454315.html,2,"Puerto Madero, Capital Federal",92 m² tot.2 amb.1 dorm.1 baño1 coch.,,1,WhatsApp,22,,Oceana Puerto Madero - Juana Manso al 1400 - 2 Ambientes - 92 m2- Cochera Full Amenities
115000,1,$ 1 Expensas,Contactar,"Corredor Responsable: Ariel Champanier cucicba 4330 / Andrea Berré cmcpsi 6763- Contacto: Micaela Duek. oportunidad! Ideal renta O primera vivienda! Excelente ubicación! Se trata de un 2 ambientes de 63M2 totales muy bien distibuidos y muy luminoso. - Living comedor con salida al Balcón corrido. - Habitación en suite con baño completo y vestidor. Salida al balcón. - Cocina integrada con muebles sobre y bajo mesada. - Balcón amplio con vista abierta. - Toilette de recepción. - Aire acondicionado. Amenities: - Pileta. - Gym. Ubicación: Sobre Av. Corrientes, a metros del Shopping Abasto, Línea B de subte y variedad de líneas de colectivos. Posibilidad de Cochera y Baulera. No dudes en contactarnos! Remax Argentina S. R. L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S. R. L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. El inmueble no es accesible para personas con discapacidades físicas. Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar",,,,USD,63,/propiedades/clasificado/veclapin-venta-2-ambientes-con-balcon-amenities-abasto-55577417.html,2,"Abasto, Capital Federal",63 m² tot.2 amb.1 dorm.1 baño,,1,WhatsApp,10,,Avenida Corrientes 3100
99000,1,,Contactar,"Corredor Responsable: Mauro Marvisi cmcpsi 5574 / cucicba 1762- Contacto: Michael Miller. Venta. Dos ambientes impecables piso alto con inmejorable vista abierta. Se accede a esta propiedad por un gran palier con dos ascensores. Al ingresar a esta propiedad nos encontramos una habitación principal de muy buenas medidas con un ventanal de pared a pared que permite el ingreso de la luz natural durante todo el día este es un espacio ganado a un balcón lo que da una extensión de ese ambiente y un marco muy especial a la abertura. Los pisos son de madera en excelente estado, aire acondicionado y amplio placard con cajoneras y lugar de guardado, cómodos y bien mantenidos. La gran vista permite apreciar la ciudad desde lo alto de esta cómoda propiedad. Posee un living comedor muy amplio con ventana al exterior asegurando aire y luz en todo el inmueble. Pisos de madera en toda la unidad. Baño completo, muy cuidado. Totalmente reciclado con bañera grande y ventilación por ventana. En el pasillo distribuidor se ubica un placard de recepción o para artículos de blanco. Cocina separada del living/comedor por una puerta corrediza totalmente reciclada con mueble de bajo mesada y alacena nuevos y modernos, ventilación y pequeño lavadero. Con lugar para lavarropas y toilette de servicio. Agua caliente por calefón. Medidas aproximadas de los ambientes, comedor 3. 65 m2 ancho, y4. 40m2 de largo. Dormitorio 3. 75m2 ancho y 5. 45m2 largo. Muy cómodo y espacioso, además de luminoso y silencioso. Oportunidad. Esta propiedad se encuentra en una zona de excelente conectividad de transporte, vías de acceso a la ciudad y universidades. Excelente inversión. Transportes Cercanos. Colectivos: 2, 5, 6, 7, 8, 12, 23, 37, 39, 50, 56, 60, 64, 84, 86, 90, 98, 102, 103, 105, 150, 151, 168. Subtes (Metro): saenz peña (Línea A) Agenda una visita! Remax Argentina S. R. L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S. R. L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. El inmueble no es accesible para personas con discapacidades físicas. Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar",,,,USD,60,/propiedades/clasificado/veclapin-venta-amplio-dos-ambientes-impecable-vista-abierta-55616062.html,2,"Monserrat, Capital Federal",60 m² tot.2 amb.1 dorm.1 baño,,1,WhatsApp,9,,Avenida Belgrano 1600
91000,1,62000,Contactar,"Corredor Responsable: Silvana Inés Palini cmcpm 2955 cpi 8862- Contacto: Francisco Bruny. Venta de Departamento 2 Ambientes A refaccionar (semi piso) -superficie total: 66, 74m² Ubicado en una excelente zona de fácil acceso, el edificio es todo eléctrico: el departamento no cuenta con gas, lo que asegura un ambiente más seguro y una mayor eficiencia energética. Este departamento es ideal porque nos ofrece comodidad y diseño en cada rincón. Consta de: 1 habitación con baño en suite. 2 baños (uno en suite para mayor privacidad y comodidad). Cocina amoblada con espacio y funcionalidad. Comedor con un diseño moderno, que está dividido por barrales de madera, aportando un toque elegante. Living amplio con ventanales grandes que permiten la entrada de luz natural, brindando luminosidad al espacio durante todo el día. Balcon amplio. Este departamento es ideal para quienes buscan un hogar moderno, luminoso y bien distribuido, con una ubicación estrategica está bien conectada con el resto de la ciudad gracias a la cercanía de importantes avenidas y líneas de transporte público, como el subte y diversas líneas de colectivo. Algunos puntos de interés cercanos son: Parque Rivadavia: A pocos minutos caminando. Avenida Juan B. Justo: Muy cerca de esta dirección, es una de las avenidas principales que conecta el barrio con otras áreas como Villa del Parque, Villa Devoto y otros puntos importantes hacia el oeste. Estación de Subte \""Avenida Rivadavia\"" (Línea A): Esta estación se encuentra a corta distancia. La Línea A es la primera línea de subte de Buenos Aires y conecta la zona con el centro de la ciudad. Centro Comercial de Caballito: La zona está llena de tiendas, restaurantes y supermercados. ¡No dudes en agendar una visita para conocerlo! Remax Argentina S. R. L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S. R. L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. El inmueble no es accesible para personas con discapacidades físicas. Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar",,,,USD,67,/propiedades/clasificado/veclapin-venta-departamento-2-ambient-refaccionar-caballit-55550718.html,2,"Caballito, Capital Federal",67 m² tot.2 amb.1 dorm.1 baño,$,1,WhatsApp,31,,Avenida Rivadavia 5500
115000,1,,Contactar,"En el corazón de Monte Castro, Víctor Hugo esquina Av. Jonte a 900 metros de la Plaza Terám, y a 300 mts. De Av. Lope de Vega. Triplex en un primer piso por escalera al frente de 2 ambientes con balcón + terraza propia y Lavadero independiente. Al ingreso, en la primera planta, un baño de recepción, y un living comedor. A continuación, la Cocina Comedor integrada al ambiente y con salida al balcón corrido al frente. En la segunda planta, el dormitorio con vestidor y baño completo, en Suit. En la tercera planta, el Lavadero, completo con pileta de lavado y conexión para lavarropas, y salida a la Terraza Propia- Pisos porcelanato- aa en el living y la habitación - Aire y Sol natural todo el día Monte Castro es uno de los barrios en los que se encuentra dividida la Ciudad Autónoma de Buenos Aires. Comuna 10. Debe su nombre a Don Pedro Fernández de Castro, que se constituyó propietario de las tierras en 1703. Luego se lo comenzó a conocer como Chacra de Castro o Montes de Castro. Cerca de La Pizzería El Fortín en la esquina de Avenida Álvarez Jonte y Avenida Lope de Vega justo en el límite con el barrio de Villa Luro. ¡el futuro es hoy! ¡Si necesitas vender o comprar, ni lo dudes, puedo ayudarte! @Daniela_Sesto tasamos su propiedad en el diasomos profesionales altamente especializados en tasaciones para obtener el valor real de las propiedades utilizando los criterios más adecuados, respetando y cuidando el patrimonio del cliente que confía en nuestros servicios. aviso legallas medidas son aproximadas, las reales surgen del titulo de propiedad o plano de mensura. Las imágenes son a mero título ilustrativo. Las descripciones y valores de expensas, impuestos y servicios son aproximados y fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso. Los precios indicados podrán modificarse sin previo aviso. Venta supeditada al cumplimiento por parte del propietario de la solicitud de coti, requisito de la resolución general Nº 2371 de la afip. Bötts Real Estate sasmartín BottgerMatrícula cucicba 8102 / cmcpsi 6853",,,,USD,86,/propiedades/clasificado/veclapin-venta-triplex-2-amb-con-terraza-monte-castro-55314565.html,2,"Monte Castro, Capital Federal",86 m² tot.2 amb.1 dorm.1 baño,,1,WhatsApp,18,,Víctor Hugo  al 1400
98000,,30000,Contactar,"Departamento ubicado en la calle Lavalle al 600 (Edificio Rigards), con Seguridad las 24 hs. Y cochera fija en el mismo edificio. El departamento cuenta con dos plantas de 35 m2 cada una, ambas con placard y aire acondicionado. La primer planta cuenta con piso de parquet plastificado y tiene ventanal con balcón francés. La planta superior tiene piso alfombrado y cuanta con ventana de dos hojas amplias. Da al contrafrente del edificio y es muy silencioso y muy luminoso. Posee baño completo con ducha, pisos de porcelanatto y la totalidad de las cañerías nueva por termofusión. Edificio apto profesional. Último uso como oficina. / nota: Se deja constancia que las medidas, superficies, m2 y proporciones consignadas son aproximadas y pueden variar respecto del titulo de propiedad respectivo, al igual que las medidas parciales y/o de los ambientes están sujetas a verificación y/o ajuste sin comprometer a nuestra empresa. El valor indicado de expensas, si las hubiere, esta sujeto a variación. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual. Todas las operaciones están a cargo de: Martillera Público Nancy Edith Moscovich. Matricula cmcpsi Nro. 1083. Martillera Melisa Yanet Buscaglia. Matricula cucicba Nro. 8702",,1,,USD,70,/propiedades/clasificado/veclapin-departamento-duplex-en-venta-en-san-nicolas-capital-55123780.html,2,"San Nicolás, Capital Federal",70 m² tot.2 amb.1 dorm.1 coch.,$,1,WhatsApp,13,,Lavalle 600
110000,1,120000,Contactar,"Real oportunidad! Venta: Amplio departamento de 3 ambientes de categoría, emplazado en la mejor zona del barrio Monserrat, en el centro de la Ciudad de Buenos Aires: a media cuadra de la Av. Belgrano y dos de la Av. 9 de Julio, el edificio se encuentra a media cuadra del reconocido Hotel Intercontinental. La unidad es muy luminosa, presenta diseño clásico con techos altos y ambientes espaciosos. Cuenta con: -Recibidor que distribuye ingreso a la cocina y al living-comedor. -Gran Living-comedor con salida al patio (de uso exclusivo), el mismo cuenta con lavadero y toilette. -Cómoda cocina separada con salida al patio. -Balcón al frente. -2 amplios dormitorios de generosas dimensiones. -Baño completo con ventilación natural. El edificio se encuentra en excelente estado, posee detalles de diseño y categoría, cuenta con cómodos ascensores, encargado y un pintoresco patio/ jardín de uso común. Corredor Inmobiliario Responsable Kondratenko cucicba Mat 8984 (kondratenko Servicios Inmobiliarios) *Se deja constancia que las medidas y superficies indicados son aproximados y al sólo efecto orientativo. Las medidas reales surgirán del título de propiedad respectivo. Las medidas parciales y/o de los ambientes y el valor consignado de expensas mensuales, servicios y abl está sujeto a verificación y/o ajuste. Art. 4 de la Ley 5. 859 de C. A. B. A: ""Para los casos de alquiler de vivienda única, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias cuando el destino sea vivienda única y permanente "". Accesibilidad: El presente inmueble no es accesible para personas con discapacidades físicas.",,,,USD,100,/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-en-monserrat-de-54409714.html,2,"Monserrat, Capital Federal",100 m² tot.2 amb.2 dorm.1 baño,$,2,WhatsApp,25,,Piedras 300
425000,1,,Contactar,"Ubicado en la exclusiva zona de Puerto Madero, este moderno departamento a estrenar se presenta como una oportunidad única para quienes buscan un estilo de vida sofisticado y contemporáneo. Con un precio de U$D 425. 000, este inmueble de 70 m², de los cuales 65 m² son cubiertos y 5 m² descubiertos, ofrece un diseño funcional y elegante. La propiedad se compone de cocina integrada, living comedor, toilette de recepciones, balcón pasante y habitación en suite con vestidor. La cochera cubierta es un gran plus, facilitando el acceso y la comodidad en la vida diaria. Este departamento es apto para uso profesional, lo que lo convierte en una opción versátil para inversores. Con una antigüedad a estrenar, esta propiedad representa la fusión perfecta entre modernidad y funcionalidad en una de las zonas más deseadas de la ciudad, en el dique con mas crecimiento y proyección de Puerto Madero. Amenities: - Seguridad 24hs. - Cocheras de Cortesía. - Piscina abierta con Solárium, con vista al dique. - Piscina en el área del sum, con barra y deck. - Gourmet & amp; wine. - Piscina semi cubierta (in-out pool) - Area de Spa con jacuzzis, duchas, vestidores y Saunas (seco y húmedo) - Salón de meditación y relax. -Gym en ambas torres con espectacular vista hacia el dique. Los metros publicados son aproximados, las medidas exactas surgirán de la escritura traslativa de dominio. La venta de este inmueble está sujeta a la tramitación del Código de Transferencia de Inmuebles (coti), de conformidad con la normativa vigente (Res. Afip 2371/08, 2439/08 y ccs. ) por parte del propietario. Martillero Responsable. Ignacio Rafael Pierucci. mci 9230",,1,,$,70,/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-puerto-madero-55537438.html,2,"Puerto Madero, Capital Federal",70 m² tot.2 amb.1 dorm.1 baño1 coch.,,1,,44,,Juana Manso
