price_value,bathrooms,expenses_value,CARD_CONTACT_MODAL,description,phone,parking,CARD_VIEWPHONE,price_type,square_meters_area,url,rooms,location,POSTING_CARD_FEATURES,expenses_type,bedrooms,CARD_WHATSAPP,POSTING_CARD_GALLERY,CARD_FAV,address
62644,2,,Contactar,"¡tu oportunidad de ser dueño! Anticipo - emprendimiento. monroe 2048 / belgrano. unidades 2 ambientes. precio total de unidad ""D"": desde usd 250. 575. - saldo restante en 48 cuotas sin interés. Luminosos, hechos con materiales de excelente calidad Y buen gusto. Living comedor con balcón espacioso. Habitación en suite con vestidor. cocina integrada con la mejor mueblería, pileta inoxidable, cocina 4 hornallas. Instalación para lavarropas. Baño completo con artefactos de 1° marca. Conexión para aire acondicionado. Edificio de ultima generación. Unidades emplazadas en 9 plantas. Consultar disponibilidad - valores pueden variar por piso. full amenities: jacuzzi externo, solarium, gimnasio, parrilla, sum, laundry, espacio co-working. cocheras disponibles Y espacio exclusivo en bicicletero para cada unidad. excelente ubicación - cercano al barrio chino. Colectivos: 15, 29, 41, 57, 59, 60, 67, 68, 107, 114, 133, 152, 161, 168, 184, 194. Subte (metro) Línea D. para mas información, comunicate con nosotros Y agendá tu reunión. Nota importante: Toda la información y medidas provistas son aproximadas, deberán ratificarse con la documentación pertinente y no compromete contractualmente a nuestra empresa. Los gastos (expensas, abl) expresados refieren a la última información recabada y deberán confirmarse. Fotografías no vinculantes ni contractuales. Ley 5115: excepto que en la descripción de la propiedad se indique lo contrario, el edificio puede no contar con rampa para personas con movilidad reducida, y no ser Accesible para personas con discapacidades físicas. - torrisi propiedades. José Tortorelli. Mat. C. U. C. I. C. B. A nro. 24. Servicios: Electricidad, Agua Corriente. Otros Servicios: Balcón",,,,USD,65,/propiedades/clasificado/veclapin-anticipo-emprendimiento-2amb-full-amenities-monroe-54568623.html,2,"Belgrano, Capital Federal",65 m² tot.2 amb.1 dorm.2 baños,,1,WhatsApp,11,,Monroe  2000
70000,1,100000,Contactar,"2 ambientes en ubicación céntrica. 66mts + patio. Se compone de amplio living comedor con enorme placard espejado, baño completo, habitación con hermosa puerta ventana con acceso al patio. Cocina, con espacio para una mesa y lugar para el lavarropas. Muy luminoso y ventilado. Techos altos. Hermoso patio. En hermoso edificio de estilo. Era un depto de 3 ambientes actualmente convertido en 2 ambientes. Se encuentra en las inmediaciones del Congreso de la Nacion, a solo 100 mts de Av. Entre Rios y Av. Rivadavia, con gran disponibilidad de lineas de colectivos, y acceso al subte Linea A (Estacion Congreso) Datos útiles: Barrio: Balvanera - Comuna: Comuna 3 - Área Hospitalaria: htal. Dr. J. M. Ramos mejíacomisaría Comunal: 3 - Comisaría Vecinal: 3C - Distrito Escolar: Distrito Escolar iiitransportes CercanosColectivos: 2, 5, 6, 7, 8, 12, 37, 50, 56, 60, 64, 84, 86, 90, 95, 98, 103, 105, 150, 151, 168Subtes (Metro) : congreso (Línea A) , pasco (Línea A) -Todas las operaciones inmobiliarias se encuentran a cargo del profesional matriculado de la oficina corredor inmobiliario Dario Nievas, Matricula 5252. La intermediación y la conclusión de las mismas serán llevadas exclusivamente por él. Cada oficina es de propiedad y de gestión independiente. En el cumplimiento de la ley nacional 25. 028, ley 22. 802 de lealtad comercial. Ley 24. 240 de defensa al consumidor, las normas del código civil y comercial de la nación y constitucionales. Los agentes no ejercen el corretaje inmobiliario. Queremos ayudarte con tus sueños y proyectos!",,,,USD,62,/propiedades/clasificado/veclapin-h.-yrigoyen-al-1900.-depto-2-ambientes-a-la-venta-en-53434637.html,2,"Congreso, Capital Federal",62 m² tot.2 amb.1 dorm.1 baño,$,1,WhatsApp,17,,"Avenida Hipolito Yrigoyen 1954, PB 1"
119000,1,115000,Contactar,"Departamento en dúplex al contrafrente, muy luminoso, refaccionado a nuevo. Apto profesional. En pb living comedor con cocina integrada, toilette de recepción. En pa dormitorio balconeando al living, baño principal. Amplios ventanales. cucicba 9016 - cmcpmo 2927En cumplimiento de la Ley 10. 973 de la Provincia de Buenos Aires, Ley Nacional 25. 028, Ley Nacional 20. 266, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los asesores o agentes no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del martillero y corredor colegiado, cuyos datos se exhiben en la publicación. Todas las medidas son aproximadas al solo efecto orientativo. Las fotografías y videos no son contractuales. © 2024 Coldwell Banker. Todos los derechos reservados. Coldwell Banker y los logotipos de Coldwell Banker son marcas de servicio de propiedad de Coldwell Banker Real Estate llc. El sistema Coldwell Banker® está compuesto por oficinas propias de propiedad de una subsidiaria de Anywhere Advisors llc y por oficinas adheridas al Sistema Coldwell Banker que son de propiedad y operación independientes. En cumplimiento con la normativa vigente, los asistentes no ejercen el corretaje inmobiliario. La intermediación y conclusión de las operaciones inmobiliarias es desarrollada por Martilleros y Corredores Públicos. Esta Oficina Inmobiliaria se encuentra a cargo de Milagros Rivero Cucicba 9016 - cmcpmo 2927 adherida al Sistema Coldwell Banker Horizon Group, , Av. Libertador 6966 8A, Nuñez caba.",,,,USD,62,/propiedades/clasificado/veclapin-departamento-en-duplex-de-2-amb-55174695.html,2,"Colegiales, Capital Federal",62 m² tot.2 amb.1 dorm.1 baño,$,1,WhatsApp,15,,Cordoba al 6000
105000,2,16280,Contactar,"Dpto de 2 1/2 ambientes + cochera fija (usd 19. 000) Living comedorCocina americana con desayunador Dormitorio en suite con vestidorBaño completo y toilette El balcón fue cerrado y ganado como espacio adicionalAgua caliente central. La cochera no esta incluido en el valor publicado,  el valor de la cochera fija y cubierta es de U$S 19. 000El edificio ""La Usina"" es uno de los dos edificios junto a la Usina del Arte donde funcionó la compañia de Electricidad Italo Argentina. Hoy es uno de los emprendimientos inmobiliarios mas ambiciosos de la Ciudad de Buenos Aires. Se priorizó entre otras cosas mantener el estilo y arquitectura original del edificio pero dotándolo con todo el confort y tecnología Se trata de un edificio sustentable con amenities. Posee piscina con vestuarios, gym, solarium, parrillas, sum, circuito aeróbico en terraza. La Usina se encuentra cerca de medios de transporte hacia casi todos los puntos de la capital, a 2 cuadras la Autopista 25 de mayo y el Subte linea E a 6 cuadras. Es un punto estratégico en el que se accede rápidamente al centro y a casi todos los barrios. El parque Chacabuco es uno de los mas amplios de caba: cuenta con Club, Teatro, Pileta cubierta y Descubierta, pista de atletismo, etc. Y se encuentra a dos cuadras. Para más información, llámanos al: Ver datos/ Ver datoscelular: Ver datos Propiedad accesible ( Ley 5115) vremont Daniel Amado -Mat. 367 vremont Daniel AmadoDoblas 312 - caba propiedades en uruguay Móvil Uruguay: 5Ver datosMail: Ver datos en argentina Tel: Ver datos / Ver datosMóvil: +549 11 Ver datosMail: Ver datos",,1,,USD,61,/propiedades/clasificado/veclapin-faraday-100-departamento-de-2-ambientes-en-venta-en-50366298.html,2,"Parque Chacabuco, Capital Federal",61 m² tot.2 amb.1 dorm.2 baños1 coch.,$,1,WhatsApp,44,,Faraday 1510
95000,2,39000,Contactar,"Venta departamento 2 ambientes con dependencia de servicio, al frente, muy luminoso, 68 M2, living 6, 20 X 3, 10, dormitorio 3, 50 X 3, 50 con placard, hall, baño completo, cocina con lavadero, habitacion de servicio 2 X 2, 60, baño de servicio, calefaccion Y agua caliente central, piso de parquet, muy buen edificio, orientacion norte. Información adicional: Categoría del edificio: Muy buena. Agua caliente: Caldera central. Estado de la propiedad: Muy bueno. Categoría del edificio: Muy buena. Habitaciones: 1. Características: Dependencia",,,,USD,68,/propiedades/clasificado/veclapin-congreso-venta-2-amb-c-dep-al-frente-52434564.html,2,"Congreso, Capital Federal",68 m² tot.2 amb.1 dorm.2 baños,$,1,WhatsApp,8,,Moreno  1600
84998,2,130000,Contactar,Departamento reciclado actualmente utilizado como oficina apto vivienda. Es necesario hacerle algunas remodelaciones para que quede como una vivienda de 2 dormitorios. 2do Piso. Muy luminoso. Vista al Jardin. 3 ambientes. 2 baños. Hall de recepcion. Cocina. Living Comedor. Apto profesional. Edificio de Viviendas. Sin cochera. Posibilidad de alquilar al lado. Agua caliente por termotanque.,,,,USD,56,/propiedades/clasificado/veclapin-departamento-apto-prof-reciclado-con-balcon-venta-53849241.html,2,"Recoleta, Capital Federal",56 m² tot.2 amb.1 dorm.2 baños,$,1,WhatsApp,31,,Lavalle  1600 2°
115000,1,150000,Contactar,"Caballito - 1° junta. Rivadavia 5447 – 9° “D” 2 ambientes Y medio – apto profesional - contrafrente – muy luminoso – excelente ubicacion. 64 mts. Hall entrada 1, 4 x 1, 2. Comedor 4 x 3, 5 Con Aire split. Living 5 x 3, 5. Pasillo 3 x 1. Dormitorio 4, 5 x 3 con placard y Aire split. Baño completo 2, 2 x 2. Comedor diario 2, 5 x 1, 8. Cocina 4 x 1, 4 con lavadero y 3 x 1, 2. Dependencia 2, 2 x 1, 8 con Aire split. Baño servicio 1, 2 x 0, 80. Categoría: Palier común. Apto profesional. Pisos de parquet plastificados. Piso de Cerámicos. Calefacción central por radiadores. Agua caliente central. Paneles radiadores eléctricos. Horno eléctrico. Tablero y disyutores y cableado actualizado. Reciclado. Muy luminoso. A mts: Subte línea “A” estación Primera Junta y Tren Sarmiento estación Caballito. Nota: Las medidas son aproximadas. Las reales saldrán del título de Dominio. Se deja constancia que l departamento se entrega con renta por un año y medio.",,,,USD,64,/propiedades/clasificado/veclapin-2-ambientes-y-medio-apto-profesional-contrafrente-47769634.html,2,"Caballito, Capital Federal",64 m² tot.2 amb.1 dorm.1 baño,$,1,WhatsApp,21,,Rivadavia 5447
110000,1,125000,Contactar,"Corredor Responsable: Claudio Rudecindo cmcpsi 6807 / Cristian Arnal Ponti cpi 3570- Contacto: Mariana Gelati. Increíble Semipiso de 2 ambientes en Duplex. Ofrecemos a la venta este departamento de 2 ambientes distribuido en dos plantas. planta baja: Living comedor con pisos de porcelanato simil madera con salida a balcón corrido al frente. Cocina integrada con muebles de cocina completos altos y bajos y lugar para instalación de lavarropas. Toilette de recepción. planta alta: Dormitorio en suite con vestidor de piso a techo. Baño completo compartimentado. El departamento posee cuenta con aire acondicionado tipo split y artefactos de iluminación instalados. Ademas tiene cochera, no esta incluida en el precio (consultar valor) Amenities: el edificio cuenta con amplio sum en el último piso. El valor de expensas incluye aysa y Gas. Información adicional: Categoría del edificio: Excelente. Ascensores principales: 1. Agua caliente: Termotanque central. Estado de la propiedad: Excelente. Categoría del edificio: Excelente. Servicios: Electricidad. Gas. Agua Corriente. Remax Argentina S. R. L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S. R. L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. El inmueble no es accesible para personas con discapacidades físicas. Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar",,,,USD,69,/propiedades/clasificado/veclapin-venta-semipiso-2-amb-en-duplex-2-balcones-amenit-55558761.html,2,"Floresta, Capital Federal",69 m² tot.2 amb.1 dorm.1 baño,$,1,,32,,Candelaria 0
119000,1,60000,Contactar,"Excelente 2 ambientes Y medio (se agrego un dormitorio), regio fondo con pasto Y parrilla (8, 66X 5), super luminoso cocina totalmente equipada, inmejorable estado digno de ver. Se toma dos ambientes en mar del plata O depto O ph A reciclar en capital federal. 43m2 cubiertos 79m2 totales",,,,USD,79,/propiedades/clasificado/veclapin-venta-impecable-2-ambientes-y-medio-con-fondo-y-49013900.html,2,"Villa Urquiza, Capital Federal",79 m² tot.2 amb.1 dorm.1 baño,$,1,WhatsApp,20,,Tasso al 2641
65000,1,65000,Contactar,"Este luminoso departamento, ubicado en un piso alto de un edificio con solo 2 unidades por piso, ofrece privacidad y tranquilidad en una de las zonas más conectadas de la ciudad. Características destacadas: Balcón a la calle, ideal para disfrutar del aire libre y la vista. Cocina con lavadero independiente, funcional y práctica. Instalación 100% eléctrica, moderna y segura. Excelente ubicación sobre Morón, en pleno barrio de Floresta, cercano a medios de transporte, comercios y espacios verdes. Detalles adicionales: El edificio cuenta con un ambiente tranquilo y una distribución que asegura la comodidad de sus residentes. ¡Una oportunidad única para vivir o invertir en una de las zonas con mayor crecimiento de la Ciudad de Buenos Aires! Agenda tu visita hoy mismo. M2 aproximados",,,,USD,70,/propiedades/clasificado/veclapin--impecable-departamento-2-ambientes-en-venta-en-moron-55151865.html,2,"Floresta, Capital Federal",70 m² tot.2 amb.1 baño,$,,WhatsApp,27,,Moron 2910
120000,1,189000,Contactar,"Espectacular Departamento de 2 ambientes, super luminoso, listo para entrar- 2 Amb con balcón, ideal inversión, renta, edificio con Amenities (Pileta, sum, Laundry, Parrilla) Apto profesional. Seguridad x totem 24 hs. Cochera Opcional!! Ideal Renta!! A 300 mts Cid Campeador!!",,,,USD,60,/propiedades/clasificado/veclapin-unico!-depto-de-2-amb-con-balcon-al-frente!-para-54946726.html,2,"Caballito, Capital Federal",60 m² tot.2 amb.1 dorm.1 baño,$,1,WhatsApp,20,,Av Gaona Esquina Pujol
